S	E	I	R
90	2	15	211
90	2	15	211
90	1	16	211
90	1	15	212
90	1	15	212
90	1	15	212
90	1	15	212
90	1	15	212
90	1	15	212
89	2	15	212
89	2	15	212
89	2	15	212
89	2	15	212
89	2	15	212
89	2	15	212
89	2	15	212
89	2	15	212
89	2	15	212
89	2	15	212
89	1	16	212
89	1	16	212
89	1	16	212
89	1	16	212
89	1	16	212
89	1	16	212
89	1	16	212
89	1	16	212
89	1	16	212
89	1	16	212
89	0	17	212
88	1	17	212
88	1	17	212
87	2	17	212
87	1	18	212
87	1	18	212
87	1	18	212
87	1	18	212
87	0	19	212
87	0	19	212
87	0	19	212
87	0	19	212
87	0	18	213
87	0	18	213
87	0	17	214
86	1	17	214
86	1	17	214
86	1	17	214
86	1	17	214
86	1	17	214
86	1	17	214
86	1	17	214
86	1	17	214
86	1	17	214
86	1	17	214
86	1	17	214
86	1	17	214
86	1	17	214
86	1	17	214
86	1	17	214
86	1	17	214
86	1	17	214
86	1	16	215
86	1	16	215
86	1	16	215
86	1	16	215
86	1	16	215
86	1	16	215
86	1	16	215
86	1	16	215
86	1	16	215
86	1	16	215
86	1	16	215
86	1	16	215
86	1	16	215
86	1	16	215
86	1	16	215
86	1	16	215
86	1	16	215
86	1	16	215
86	1	15	216
86	1	15	216
86	1	15	216
86	1	15	216
86	1	15	216
86	1	15	216
86	1	15	216
85	2	15	216
85	2	15	216
85	2	15	216
85	2	15	216
85	2	15	216
85	2	15	216
85	1	16	216
85	1	16	216
85	1	16	216
85	1	16	216
85	1	16	216
85	1	16	216
85	1	16	216
85	1	16	216
85	1	15	217
85	1	15	217
85	1	15	217
85	1	15	217
85	1	15	217
85	1	15	217
85	1	15	217
85	1	15	217
85	1	15	217
85	0	16	217
85	0	15	218
84	1	15	218
83	2	15	218
83	1	16	218
83	1	16	218
83	1	16	218
83	1	16	218
83	1	16	218
83	1	16	218
83	1	15	219
83	1	15	219
83	1	15	219
83	1	15	219
83	1	15	219
83	1	15	219
83	1	15	219
83	1	15	219
83	1	15	219
83	1	13	221
83	1	13	221
83	1	13	221
83	1	13	221
83	1	13	221
83	1	13	221
83	1	13	221
83	1	13	221
83	1	13	221
83	1	13	221
83	1	13	221
83	1	13	221
83	1	13	221
83	1	13	221
83	1	13	221
83	1	13	221
83	0	14	221
83	0	14	221
83	0	14	221
83	0	14	221
83	0	14	221
83	0	14	221
83	0	14	221
83	0	14	221
83	0	14	221
83	0	14	221
83	0	14	221
83	0	14	221
83	0	14	221
82	1	14	221
82	1	14	221
82	0	15	221
82	0	15	221
82	0	15	221
82	0	15	221
82	0	15	221
82	0	15	221
82	0	15	221
82	0	15	221
82	0	15	221
82	0	15	221
82	0	15	221
82	0	15	221
82	0	15	221
82	0	15	221
82	0	15	221
82	0	15	221
82	0	15	221
82	0	15	221
82	0	15	221
82	0	15	221
82	0	15	221
82	0	15	221
82	0	15	221
82	0	15	221
82	0	14	222
82	0	14	222
82	0	14	222
82	0	14	222
82	0	14	222
82	0	14	222
82	0	14	222
82	0	14	222
82	0	14	222
82	0	14	222
82	0	14	222
82	0	14	222
82	0	14	222
82	0	14	222
82	0	14	222
82	0	14	222
82	0	14	222
82	0	14	222
82	0	14	222
82	0	14	222
82	0	14	222
82	0	14	222
82	0	14	222
82	0	14	222
82	0	14	222
82	0	13	223
82	0	13	223
82	0	13	223
82	0	13	223
82	0	13	223
82	0	13	223
82	0	13	223
82	0	13	223
82	0	12	224
82	0	12	224
82	0	12	224
82	0	12	224
82	0	12	224
82	0	12	224
82	0	12	224
82	0	12	224
82	0	12	224
82	0	12	224
81	1	11	225
81	1	11	225
81	1	10	226
81	1	10	226
81	1	10	226
81	1	10	226
81	1	9	227
81	1	9	227
81	1	9	227
81	1	9	227
81	1	9	227
81	1	9	227
81	1	9	227
81	1	9	227
81	1	9	227
81	1	9	227
81	1	9	227
81	1	9	227
81	1	9	227
81	1	9	227
81	1	9	227
81	1	9	227
81	1	9	227
81	1	9	227
81	1	9	227
81	0	10	227
80	1	10	227
80	1	10	227
80	1	9	228
80	1	9	228
80	1	9	228
80	1	9	228
80	1	9	228
80	1	9	228
80	1	9	228
80	1	9	228
80	1	9	228
80	1	9	228
80	1	9	228
80	1	9	228
80	1	9	228
80	0	10	228
80	0	10	228
80	0	10	228
80	0	10	228
80	0	10	228
80	0	10	228
80	0	10	228
80	0	10	228
80	0	10	228
80	0	10	228
80	0	10	228
80	0	10	228
80	0	10	228
80	0	10	228
80	0	10	228
80	0	10	228
80	0	10	228
80	0	10	228
80	0	10	228
80	0	10	228
80	0	10	228
80	0	10	228
79	1	10	228
79	1	10	228
79	1	10	228
79	1	10	228
79	1	10	228
79	1	10	228
79	1	10	228
79	1	10	228
79	1	10	228
79	1	10	228
79	1	10	228
79	1	10	228
79	1	10	228
79	1	10	228
79	1	10	228
79	1	10	228
79	1	10	228
79	0	11	228
79	0	11	228
79	0	11	228
79	0	10	229
79	0	10	229
79	0	10	229
79	0	10	229
79	0	10	229
79	0	10	229
79	0	10	229
79	0	10	229
79	0	10	229
79	0	10	229
79	0	10	229
79	0	10	229
79	0	10	229
79	0	10	229
79	0	10	229
79	0	10	229
79	0	10	229
78	1	10	229
78	1	10	229
78	1	10	229
78	1	10	229
78	1	10	229
78	1	10	229
78	1	10	229
78	1	10	229
78	1	10	229
78	1	10	229
78	1	10	229
78	1	10	229
78	1	9	230
78	1	9	230
78	1	9	230
78	1	9	230
78	1	9	230
78	1	9	230
78	1	9	230
78	1	9	230
78	1	9	230
78	1	9	230
78	1	9	230
78	1	9	230
78	1	9	230
78	1	9	230
78	1	9	230
78	1	9	230
78	1	9	230
78	1	9	230
78	1	9	230
78	1	9	230
78	1	9	230
78	1	9	230
78	1	9	230
78	1	9	230
78	1	9	230
78	1	9	230
78	1	9	230
78	1	9	230
78	1	9	230
78	1	9	230
78	1	9	230
78	1	9	230
78	1	9	230
78	1	9	230
78	1	9	230
78	1	9	230
78	1	9	230
78	1	9	230
78	1	9	230
78	1	9	230
78	1	9	230
78	0	10	230
78	0	10	230
78	0	10	230
78	0	10	230
78	0	10	230
78	0	10	230
78	0	10	230
78	0	10	230
78	0	10	230
78	0	10	230
78	0	10	230
78	0	10	230
78	0	10	230
78	0	10	230
78	0	10	230
78	0	10	230
78	0	10	230
78	0	10	230
78	0	10	230
78	0	10	230
78	0	10	230
78	0	10	230
78	0	10	230
78	0	10	230
78	0	10	230
78	0	10	230
78	0	10	230
78	0	10	230
78	0	10	230
78	0	10	230
78	0	10	230
78	0	10	230
78	0	10	230
78	0	10	230
78	0	10	230
78	0	10	230
78	0	10	230
78	0	10	230
78	0	10	230
78	0	10	230
78	0	10	230
78	0	10	230
78	0	10	230
78	0	10	230
78	0	10	230
78	0	10	230
78	0	10	230
78	0	10	230
78	0	10	230
78	0	10	230
78	0	10	230
78	0	10	230
78	0	10	230
78	0	10	230
78	0	10	230
78	0	10	230
78	0	10	230
78	0	10	230
78	0	10	230
78	0	10	230
78	0	10	230
78	0	10	230
78	0	10	230
78	0	10	230
78	0	10	230
78	0	10	230
78	0	10	230
78	0	9	231
78	0	9	231
78	0	9	231
78	0	9	231
78	0	9	231
78	0	9	231
78	0	9	231
78	0	9	231
78	0	9	231
78	0	9	231
78	0	9	231
78	0	9	231
78	0	9	231
78	0	9	231
78	0	9	231
78	0	9	231
78	0	9	231
78	0	9	231
78	0	9	231
78	0	9	231
78	0	8	232
78	0	8	232
78	0	8	232
78	0	8	232
78	0	8	232
78	0	8	232
78	0	8	232
78	0	8	232
78	0	8	232
78	0	8	232
78	0	8	232
78	0	8	232
78	0	8	232
78	0	8	232
78	0	8	232
78	0	8	232
78	0	8	232
78	0	8	232
78	0	8	232
78	0	8	232
78	0	8	232
78	0	8	232
78	0	8	232
78	0	8	232
78	0	8	232
78	0	8	232
78	0	8	232
78	0	8	232
78	0	8	232
78	0	8	232
78	0	8	232
78	0	8	232
78	0	8	232
78	0	8	232
78	0	8	232
78	0	8	232
78	0	8	232
78	0	8	232
78	0	8	232
78	0	8	232
78	0	8	232
78	0	8	232
78	0	8	232
78	0	8	232
78	0	7	233
78	0	7	233
78	0	7	233
78	0	6	234
78	0	6	234
78	0	6	234
78	0	6	234
78	0	6	234
78	0	6	234
78	0	6	234
78	0	6	234
78	0	6	234
78	0	6	234
78	0	6	234
78	0	6	234
78	0	6	234
78	0	6	234
78	0	6	234
78	0	6	234
78	0	6	234
78	0	6	234
78	0	6	234
78	0	6	234
78	0	6	234
78	0	6	234
78	0	6	234
78	0	6	234
78	0	6	234
78	0	6	234
78	0	6	234
78	0	6	234
78	0	6	234
78	0	6	234
78	0	6	234
78	0	6	234
78	0	6	234
78	0	6	234
78	0	6	234
78	0	6	234
78	0	6	234
78	0	6	234
78	0	6	234
78	0	6	234
78	0	6	234
78	0	6	234
78	0	6	234
78	0	6	234
78	0	6	234
78	0	6	234
78	0	6	234
78	0	6	234
78	0	6	234
78	0	6	234
78	0	6	234
78	0	6	234
78	0	6	234
78	0	6	234
78	0	6	234
78	0	6	234
78	0	6	234
78	0	6	234
78	0	6	234
78	0	6	234
78	0	6	234
78	0	6	234
78	0	6	234
78	0	6	234
78	0	6	234
78	0	6	234
78	0	6	234
78	0	6	234
78	0	6	234
78	0	6	234
78	0	6	234
78	0	6	234
78	0	6	234
78	0	6	234
78	0	6	234
78	0	6	234
78	0	6	234
78	0	6	234
78	0	6	234
78	0	6	234
78	0	6	234
78	0	6	234
78	0	6	234
78	0	6	234
78	0	6	234
78	0	6	234
78	0	5	235
78	0	5	235
78	0	5	235
78	0	5	235
78	0	5	235
78	0	5	235
78	0	5	235
78	0	5	235
78	0	5	235
78	0	5	235
78	0	5	235
78	0	5	235
78	0	5	235
78	0	5	235
78	0	5	235
78	0	5	235
78	0	5	235
78	0	5	235
78	0	5	235
78	0	5	235
78	0	5	235
78	0	5	235
78	0	5	235
78	0	5	235
78	0	5	235
78	0	5	235
78	0	5	235
78	0	5	235
78	0	5	235
78	0	5	235
78	0	5	235
78	0	5	235
78	0	5	235
78	0	5	235
78	0	5	235
78	0	5	235
78	0	5	235
78	0	5	235
78	0	5	235
78	0	5	235
78	0	5	235
78	0	5	235
78	0	5	235
78	0	5	235
78	0	4	236
78	0	4	236
78	0	4	236
78	0	4	236
78	0	4	236
78	0	4	236
78	0	4	236
78	0	4	236
78	0	4	236
78	0	4	236
78	0	4	236
78	0	4	236
78	0	4	236
78	0	4	236
78	0	4	236
78	0	4	236
78	0	4	236
78	0	4	236
78	0	4	236
78	0	4	236
78	0	4	236
78	0	3	237
78	0	3	237
78	0	3	237
78	0	3	237
78	0	3	237
78	0	3	237
78	0	3	237
78	0	3	237
78	0	3	237
78	0	3	237
78	0	3	237
78	0	3	237
78	0	3	237
78	0	2	238
78	0	2	238
78	0	2	238
78	0	2	238
78	0	2	238
78	0	2	238
78	0	2	238
78	0	2	238
78	0	2	238
78	0	2	238
78	0	2	238
78	0	2	238
78	0	2	238
78	0	2	238
78	0	2	238
78	0	2	238
78	0	2	238
78	0	2	238
78	0	2	238
78	0	2	238
78	0	2	238
78	0	2	238
78	0	2	238
78	0	2	238
78	0	2	238
78	0	2	238
78	0	2	238
78	0	2	238
78	0	1	239
78	0	1	239
78	0	1	239
78	0	1	239
78	0	1	239
78	0	1	239
78	0	1	239
78	0	1	239
78	0	1	239
78	0	1	239
78	0	1	239
78	0	1	239
78	0	1	239
78	0	1	239
78	0	1	239
78	0	1	239
78	0	1	239
78	0	1	239
78	0	1	239
78	0	1	239
78	0	1	239
78	0	1	239
78	0	1	239
78	0	1	239
78	0	1	239
78	0	1	239
78	0	1	239
78	0	1	239
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
78	0	0	240
